Usage,Text,Label
Public,ཤེས་རིགས་གཞན་པར་བརྩིས་ནས་བརྟག་དཔྱད་བྱས་ན་བརྗོད་སྟངས་དེའི་དོན་དག་གི་ཁྱད་ཆོས་དང་འགྲྲོ་སྟངས་དེ་ལས་གསལ་པོར་བཟོ་ཐུབ་ཀྱི་ཡོད་པ་,bod
Public,རེད། གང་ལྟར་ཐོག་མར་སྐུལ་འདེབས་བརྗོད་སྟངས་གཞན་པའི་དོན་དག་དང་བསྡུར་ནས་ཁྱད་ཆོས་དེ་དག་གང་ཡིན་པ་མངོནངསལ་བཟོ་གི་ཡིན།,bod
Public,་ང་དུ་ངོ་སྤྲོད་བྱས་པའི་སྐུལ་འདེབས་བརྗོད་ཚུལ་ལྔའི་ནང་ནས་དང་པོའམ་ཕན་ཚུན་སྒྲ་དོན་ཉེ ་བའི་བྱེད་འབྲེལ་བྱེད་མེད་ཀྱི་བྱ་ཚིག་ནི། དེང་སང་,bod
Public,གི་ལྷ་སའི་ཁ་སྐད་ནང་ལ་ཁ་ཤས་མ་གཏོགས་མེད་ཙང་གཙོ་བོ་སྐུལ་འདེབས་ཀྱི་བརྗོད་ཚུལ་གཞན་པའི་སྐོར་ཞུ་རྒྱུ་ཡིན།,bod
Public,ཚིག་གྲུབ་སྦྱོར་ཚུལ་ལ་བརྟེན ་ནས་སྐུལ་འདེབས་སྟོན་པའི་ཚིག་དོན་དག་སྣ་ཚོགས་ཡོད་སྲིད་པ་དང་། དེ ་ཡང་སྤྱིར་བཏང་སྐུལ་འདེབས་ཀྱི་དོན་དག་,bod
Public,ཁག་མཚོན་རྟགས་ཀྱི་རིམ་པའི་ཐོག་ནས་མཚོན་པ་བྱེད་ཐུབ་ཀྱི་རེད། ནང་དོན་གྱི་མཚོན་རིམ་དེས་སྐུལ་པ་པོའམ་ལས་ཀ་བྱེད་དུ་འཇུག་མཁན་དང་སྐུལ་,bod
Public,སའམ་ལས་ཀ་བྱེད་མཁན་གྱིས་བྱ་བར་ཞུགས་ཚད་སྟོན་གྱི་ཡོད་རེད། དེ་ཡིན་ཙང་སྐད་རིགས་གཅིག་གི་ནང་ལ་སྐུལ་འདེབས་སྟོན་པའི་ཚིག་གཅིག་ལས་,bod
Public,མང་བ་ཡོད་ན། ཚིག་དེ་ཚོའི་ནང་དོན་ནི་གཅིག་པ་མིན་པ་དང་། མཚོན་རིམ་དེ་ལ་བརྟེན་ནས་དབྱེ་བ་འབྱེད་ཐུབ་ཀྱི་རེད། ད་དུང་སྐད་རིགས་རེ་རེར་སྐུལ་,bod
Public,འདེབས་སྟོན་པའི་ཚིག་གྱི་མང་ཉུང་འདྲ་མི་འདྲ་ཡོད་པ་མ་ཟད། སྐད་རིགས་སོ་སོའི ་ཁྱད་ཆོས་དང་བནན་ནས་མཚོན་རིམ་དབྱེ་བ་འབྱེད་སྟངས་མི་འདྲ་,bod
Public,བ་ཡོད་རེད།,bod
Public,དང་པོ་སྐུལ་འདེབས་སྟོན་པའི་ཚིག་གི་ནང་དོན་མཚོན་རིམ་གྱི་སྣེ་གཉིས་ངོ་སྤྲོད་ཞུ་ཀྱི་ཡིན། བརྡ་སྤྲོད་ཀྱི་གནད་འགག་གསལ་པོ་བཟོ་ཆེད་དུ་,bod
Public,སྣེ་གཉིས་ཞེས་དབྱེ་བ་ཕྱེ་ཡོད་ཀྱང་། ལག་ལེན་དངོས་ནང་དེ་འདྲའི་ཁྱད་པར་གསལ་པོ་ཡོད་མེད་གཏན་འཁེལ་མེད་པ་དང་སྐད་རིགས་སོ་སོའི་ཁྱད་ཆོས་,bod
Public,ལ་རག་ལས་ཀྱི་ཡོད་པ་རེད།,bod
Public,མཚོན་རིམ་གྱི་སྣེ་གཅིག་ལ་ཐད་ཀར་ཡིན་པའི་སྐུལ་འདེབས་སྟོན་པའི་ཚིག་ཡོད་པ་རེད་དེ། ཚིག་དེ་ལྟར་བེད་སྤྱོད་བཏང་ན་བྱ་བར་,bod
Public,སྐུལ་དུས། སྐུལ་པ་པོས་ཐད་ཀར་དང་དངོས་སུ་སྐུལ་པའི་བྱ་བར་ཞུགས་སྟབས། སྐུལ་པ་པོ་དང་བྱ་ཚིག་གཙོ་བོས་མཚོན་པའི་བྱ་བ་སྒྲུབ་མཁན་གྱི་སྐུལ་,bod
Public,སའི་གང་ཟག་དེ་གཉིས་བར་ལ་སྤྱིར་བཏང་དུས་ཡུན་དང་ས་ཆའི་བར་ཁྱད་མེད་པ་དང་། བྱ་བ་སྒྲུབ་དུས་བྱ་བ་སྒྲུབ་མ་སྒྲུབ་གྱི་དབང་ཆ་ནི་གཙོ་བོར་སྐུལ་པ་,bod
Public,མཚོན་རིམ་གྱི་སྣེ་གཞན་པར་དེའི་ལྡོག་ཕྱོགས་སུ་ཐད་ཀར་མིན་པའི་སྐུལ་འདེབས་སྟོན་པའི་ཚིག་ཡོད་པ་རེད། ཚིག་དེ་དག་གིས་,bod
Public,སྐུལ་པ་པོ་དང་སྐུལ་སའི་གང་ཟག་དེ་གཉིས་བར་དུ་དུས་ཚོད་དང་ས་ཆའི་བར་ཁྱད་ཡོད་པ་དང་། བྱ་བ་སྒྲུབ་མ་སྒྲུབ་ཀྱི་དབང་ཆ་ནི་གཙོ་བོར་སྐུལ་སའི་གང་,bod
Public,ཟག་ལ་ཡོད ་པའི་གནས་ཚུལ་སྟོན་གྱི་ཡོད་པ་རེད།,bod
Public,གིས་བསྟན་པ་ལྟར། ཐད་ཀར་དང་ཐད་ཀར་མ་ཡིན་པའི་སྐུལ་འདེབས་མཚོན་པའི་མཚོན་རིམ་ལ་ད་དུང་དབྱེ་བ་འབྱེད་,bod
Public,སྲིད་དེ། སྐུལ་པ་པོས་བྱ་བར་འཇུག་ཚུལ་དང་བནན་ནས་དབྱེ་བ་གསུམ་འབྱེད་ཀྱི་ཡོད་པ་རེད།,bod
Public,དང་པོ་ནི་ལྟ་རྟོག་ཟེར་བ་དེ་ཡིན། དེ་ནི་ཐད་ཀར་མིན་པའི་སྐུལ་འདེབས་སྟོན་པའི་ཚིག་དང་འདྲ་པོ་ཡོད་དེ། སྐུལ་པ་པོས་ཐད་ཀར་,bod
Public,སྒྲུབ་པའི་བྱ་བར་མ་ཞུགས་ཀྱང་། བྱ་བ་སྒྲུབ་དུས་སྐུལ་པ་པོ་སྐུལ་སའི་གང་ཟག་དང་མཉམ་དུ་ལྟ་རྟོག་བྱེད་བཞིན་་སྡོད་ཀྱི་ཡོད་པ་རེད། མདོར་སྐུལ་,bod
Public,སྟངས་ཐད་ཀར་མིན་ནའང་བྱ་བ་སྐུལ་བ་དང་བྱ་བ་སྒྲུབ་པའི་བར་ལ་དུས་དང་གནས་དང་བྱེད་སྟངས་ཀྱི་ཐོག་ནས་ཐད་ཀར་རང་རེད།,bod
Public,གཉིས་པ་ནི། དེ་ལས་ཏོག་ཙམ་ཐད་ཀར་ཡིན་པ་རོགས་པ་ཟེར་བ་དེ་རེད། དེར་སྐུལ་པ་པོས་སྐུལ་སའི་གང་ཟག་ལ་རོགས་པ་བྱས་,bod
Public,ནས་བསྐུལ་པའི་བྱ་བའི་ནང་དུ་དངོས་སུ་ཞུགས་ཀྱི་ཡོད་ཀྱང་། བྱ་བ་སྒྲུབ་མ་སྒྲུབ་ཀྱི་དབང་ཆ་ནི་སྐུལ་སའི་གང་ཟག་ལ་ཡོད་པ་རེད།,bod
Public,གསུམ་པ་ནི། སྐུལ་འདེབས་ཐད་ཀར་དང་ཧ་ལམ་འདྲ་པོ་ཡིན་པ་མཉམ་འབྲེལ་གྱི་བྱ་བ་ཟེར་བ་དེ་རེད། ཐ་སྙད་རང་ནས་་་ཐུབ་,bod
Public,པ་ལྟར་མཉམ་འབྲེལ་གྱི་བྱ་བ་ཟེར་བའི་སྐུལ་འདེབས་སྟོན་པའི ་ཚིག་གིས། སྐུལ་པ་པོས་ཀྱང་སྐུལ་སའི་གང་ཟག་དང་མཉམ་དུ་དུས་གཅིག་ལ་བྱ་བ་,bod
Public,གཅིག་པ་སྒྲུབ་པའི་གནས་ཚུལ་ཅིག་མཚོན་ཀྱི་ཡོད་པ་རེད། ,bod
Public,དཔེར་བརྗོད ་པ་ལ་བལྟས་ན་བྱེད་འབྲེལ་ཡོད་པའི་བྱ་ཚིག་ནི་ཚིག་གྲོགས་« རོགས་+བྱེད་པ་ »ལས་ཐད་ཀར་མ་ཡིན་པའི་སྐུལ་འདེབས་,bod
Public,མཚོན་རྒྱུར་ཏོག་ཙམ་རན་པ་ཡོད་པ་རེད། འོན་ཀྱང་སྔོན་ལ་ཞུས་ཟྱིན་པ་ལྟར་དེང་རབས་ཀྱི་ལྷ་སའི་ཁ་སྐད་ནང་ལ་སྒྲ་དོན་ཉེ་བའི་བྱེད་འབྲེལ་བྱེད་མེད་ཀྱི་བྱ་,bod
Public,ཚིག་ཉུང་ཤས་ལས་མེད་པ་དང་། དེའི་རིགས་ཀྱི་བྱ་ཚིག་གསར་པ་བཟོ་མི་སྲིད་ཙང་། བྱ་ཚིག་དེ་ཚོར་སོ་སོའི་སྐུལ་འདེབས་ཀྱི་དོན་དག་འདྲ་པོ་མ་ཡིན་,bod
Public,པ་ཡང་ཡོད་སྲིད།དེར་བརྟེན་སྐུལ་འདེབས་སྟོན་པའི་ཚིག་གྲོགས་ཀྱི་ལྡོག་ཕྱོགས་སུ་དེ་ཚོའི་དོན་དག་སྐོར་སྤྱི་འགྲོས་ཀྱི་ཐོག་ནས་བཤད་ཁག་,bod
Public,རེད། གང་ལྟར་་ང་གསལ་སྐུལ་འདེབས་ཀྱི་ཚིག་གཉིས་ཀྱིས་ཐད་ཀར་མ་ཡིན་པའི་སྐུལ་འདེབས་མཚོན་མ་ཐུབ་པ་དང་། སྐུལ་འདེབས་སྟོན་པའི་,bod
Public,ཚིག་གཞན་པས་ཐད་ཀར་མ་ཡིན ་པའི་སྐུལ་འདེབས་མཚོན་ཐུབ་ནའང་། ཐད་ཀར་ཡིན་པའི་སྐུལ་འདེབས་མཚོན་ཐུབ་མ་ཐུབ་བརྟག་དཔྱད་བྱེད་ད་ས།,bod
Public,དེའི་འིར་ད་ལྟ་སྐུལ་པ་པོས་སྐུལ་པའི་བྱ་བར་འཇུག་ཚད་བརྟག་དཔྱད་བྱེད་རྒྱུ་ཡིན།,bod
Public,དང་པོར་སྐུལ་པ་པོས་དངོས་འབྲེལ་གྱིས་སྐུལ་པའི་བྱ་བར་ཞུགས་པའམ། ཕྱོགས་གཞན་ནས་བཤད་ན་སྐུལ་པ་པོས་སྐུལ་སའི་མི་མཉམ་དུ་,bod
Public,སྐུལ་པའི་བྱ་བ་སྒྲུབ་ན་ཆོག་མི་ཆོག་རྟག་དཔྱད་བྱེད་རྒྱུ་ཡིན། དཔེར་བརྗོད་པས་བསྟན་པ་ལྟར། སྐུལ་འདེབས་ཀྱི་བྱ་ཚིག་ཕལ་བ་«བཏང་བ་»དེ་,bod
Public,ལྟར་གྱི་གནས་སྟངས་དང་སྦྲེལ་ནས་སྤྱོད་མི་སྲིད། དེའི་ལྡོག་ཕྱོགས་སུ་སྐུལ་འདེབས་སྟོན་པའི་ཚིག་གཞན་པར་ཨང་ཀི་བཞི་པའམ་ལྔ་པ་ཐོབ་ཙང་,bod
Public,རོགས་པའི་སྐུལ་འདེབས་མཚོན་ཐུབ་སྲིད་པའི་རྟགས་རེད།,bod
Public,ཤོག་སྲོག་ཅན་རྣམས་ཐམས་ཅད་ཡོད་ལ་གནས་འདུག་གིས་ཡོངས་སུ་གཅེས་པར་འཛིན་པའི་དགེ་འདུན་གྱི་སྐྱོབ་ལ་བརྟེན་ནས་ཉེས་པ་སྤངས་པའི་སྒྲིག་ཆས་ཀྱི་ཁྱད་ཆོས་ཅན་དུ་གྱུར་ཅིག,bod
Public,བོད་ཡིག་གི་སྒྲིག་ཆས་འདི་ཉིད་ཀྱིས་ཤོག་སྲོག་ཅན་རྣམས་ཐམས་ཅད་ལ་གནས་འདུག་གིས་ཡོངས་སུ་གཅེས་པར་འཛིན་པའི་དགེ་འདུན་གྱི་སྐྱོབ་ལ་བརྟེན་ནས་ཉེས་པ་སྤངས་པའི་སྒྲིག་ཆས་ཀྱི་ཁྱད་ཆོས་ཅན་དུ་གྱུར་ཅིག,bod
Public,ཤོག་སྲོག་ཅན་རྣམས་ཐམས་ཅད་ཡོད་ལ་གནས་འདུག་གིས་ཡོངས་སུ་གཅེས་པར་འཛིན་པའི་དགེ་འདུན་གྱི་སྐྱོབ་ལ་བརྟེན་ནས་ཉེས་པ་སྤངས་པའི་སྒྲིག་ཆས་ཀྱི་ཁྱད་ཆོས་ཅན་དུ་གྱུར་ཅིག,bod
Public,བོད་ཡིག་གི་སྒྲིག་ཆས་འདི་ཉིད་ཀྱིས་ཤོག་སྲོག་ཅན་རྣམས་ཐམས་ཅད་ལ་གནས་འདུག་གིས་ཡོངས་སུ་གཅེས་པར་འཛིན་པའི་དགེ་འདུན་གྱི་སྐྱོབ་ལ་བརྟེན་ནས་ཉེས་པ་སྤངས་པའི་སྒྲིག་ཆས་ཀྱི་ཁྱད་ཆོས་ཅན་དུ་གྱུར་ཅིག,bod
Public,ཤོག་སྲོག་ཅན་རྣམས་ཐམས་ཅད་ཡོད་ལ་གནས་འདུག་གིས་ཡོངས་སུ་གཅེས་པར་འཛིན་པའི་དགེ་འདུན་གྱི་སྐྱོབ་ལ་བརྟེན་ནས་ཉེས་པ་སྤངས་པའི་སྒྲིག་ཆས་ཀྱི་ཁྱད་ཆོས་ཅན་དུ་གྱུར་ཅིག,bod
Public,བོད་ཡིག་གི་སྒྲིག་ཆས་འདི་ཉིད་ཀྱིས་ཤོག་སྲོག་ཅན་རྣམས་ཐམས་ཅད་ལ་གནས་འདུག་གིས་ཡོངས་སུ་གཅེས་པར་འཛིན་པའི་དགེ་འདུན་གྱི་སྐྱོབ་ལ་བརྟེན་ནས་ཉེས་པ་སྤངས་པའི་སྒྲིག་ཆས་ཀྱི་ཁྱད་ཆོས་ཅན་དུ་གྱུར་ཅིག,bod
Public,ཤོག་སྲོག་ཅན་རྣམས་ཐམས་ཅད་ཡོད་ལ་གནས་འདུག་གིས་ཡོངས་སུ་གཅེས་པར་འཛིན་པའི་དགེ་འདུན་གྱི་སྐྱོབ་ལ་བརྟེན་ནས་ཉེས་པ་སྤངས་པའི་སྒྲིག་ཆས་ཀྱི་ཁྱད་ཆོས་ཅན་དུ་གྱུར་ཅིག,bod
Public,བོད་ཡིག་གི་སྒྲིག་ཆས་འདི་ཉིད་ཀྱིས་ཤོག་སྲོག་ཅན་རྣམས་ཐམས་ཅད་ལ་གནས་འདུག་གིས་ཡོངས་སུ་གཅེས་པར་འཛིན་པའི་དགེ་འདུན་གྱི་སྐྱོབ་ལ་བརྟེན་ནས་ཉེས་པ་སྤངས་པའི་སྒྲིག་ཆས་ཀྱི་ཁྱད་ཆོས་ཅན་དུ་གྱུར་ཅིག,bod
Public,ཤོག་སྲོག་ཅན་རྣམས་ཐམས་ཅད་ཡོད་ལ་གནས་འདུག་གིས་ཡོངས་སུ་གཅེས་པར་འཛིན་པའི་དགེ་འདུན་གྱི་སྐྱོབ་ལ་བརྟེན་ནས་ཉེས་པ་སྤངས་པའི་སྒྲིག་ཆས་ཀྱི་ཁྱད་ཆོས་ཅན་དུ་གྱུར་ཅིག,bod
Public,བོད་ཡིག་གི་སྒྲིག་ཆས་འདི་ཉིད་ཀྱིས་ཤོག་སྲོག་ཅན་རྣམས་ཐམས་ཅད་ལ་གནས་འདུག་གིས་ཡོངས་སུ་གཅེས་པར་འཛིན་པའི་དགེ་འདུན་གྱི་སྐྱོབ་ལ་བརྟེན་ནས་ཉེས་པ་སྤངས་པའི་སྒྲིག་ཆས་ཀྱི་ཁྱད་ཆོས་ཅན་དུ་གྱུར་ཅིག,bod
Public,isije 3 bene Mawu bo hiowe ke zugba a je d be su potee ko; e foD si gu Diblii kpii ha muo voo ke e mi nyu babauu o nya ne Mawu mumi o« nge si bolee nge nyu o he mi.,ada
Public,"Keke ne Mawu fa ke ""La ne ba""; ne la ba.",ada
Public,'♦Mawu na la a ne la a muo e he.,ada
Public,Lo o se o Mawu je la a ke je diblii o he.,ada
Public,E wo la a bie,ada
Public,"ke ""Piani"" ne e tse diblii o ke ""Nyo.",ada
Public,Ne je jo ne je na; ne e pee kekleekle ligbi.,ada
Public,"Ene o se o Mawu fa ke ""No ko ne ba ne e ba gba nyu o mi enyo"".",ada
Public,Ne e ba mi ja.,ada
Public,Keke ne Mawu pee no ko ke gba nyu o mi; nyu o fa ba je no o sisi ne fa ba je e yi mi.,ada
Public,"Mawu wo no o bie ke ""Hiowe"".",ada
Public,Ne je jo ne je na; ne e pee ligbi ne ji enyo.,ada
Public,"Ene o se o Mawu fa ke ""Nyu o ne nge hiowe o sisi o ne bua e he nya nge he kake kone zugba gbigbli ne je kpo.",ada
Public,Ne e ba mi ja.,ada
Public,"Mawu wo he ne gbH d bie ke ""Zugba"" ne nyu o ne bua e he nya a e tse le ke ""Wo"".",ada
Public,Mawu na ne e muD e he.,ada
Public,"'Jehane Mawu fa ke ""Tso sbotosloDtohi ne a pue nge zugba a no: tsohi ne woo ngma loo wu ke ni neme",ada
Public,ne woo yibHi.,ada
Public,Ne e ba mi ja.,ada
Public,Ba ke tso slootoslootohi pue nge zugba a no eko tsuaa eko ke e yiblii.,ada
Public,Mawu na ni ne ome ne a muo e he.,ada
Public,'Ne je jo ne je na; ne e pee Hgbi ne ji ete.,ada
Public,"Ene se Mawu fa ke ""Kanehi ne a ba hiowe kone a ke na slooto nge piani ke nyo a kpeti ne a tsoo jeha mi gbamihi jehahi ke be ne a ke yeo nyami ligbihi potee kome.",ada
Public,Kane ome ne a tso nge hiowe ne a la a ne kpe ke hye zugba a no.,ada
Public,Ne e ba mi ja.,ada
Public,Mawu pee kane ngua enyo: e pee kane ne tsoo wawee pe kulaa a ne e ye piani no ke kaketse hu ne e ye nyo no.,ada
Public,E pee dodoehi hub.,ada
Public,1*Mawu ngo kane ome ngo to hiowe kone a tso ke hye zugba a no ne a ye piani ke nyo a no ne a gba la ke diblii a mi.,ada
Public,Mawu na ni ne ome ne a muo e he.,ada
Public,'Ne je jo ne je na; ne e pee ligbi ne ji eywie.,ada
Public,"Jehane Mawu fa ke ""Nyu ne wo lo slootoslootohi babauu ne lohwe pelitseme ne a hi tee nge hiowe.",ada
Public,Keke ne Mawu bo wo mi lohwe nguanguahi pa mi lo munomunohi ke lohwe pelitse slootoslootohi.,ada
Public,Mawu na ni ne ome ne a muo e he.,ada
Public,"Mawu gbaa me ne e de ke ""Nye fo babauu ne nye he ne hie; nye hyi wo mi kone lohwe pelitseme hu ne a hie babauu nge zugba a no.",ada
Public,sjsjg je jo ne je na; ne e pee ligbi ne ji enuo.,ada
Public,"Ene se 0 Mawu fa ke ""Lohwe slootoslootohi ne a ba zugba a no: we mi lohwehi ke pu mi lohwehi lohwe agboagbohi ke lohwe wawihi.",ada
Public,Mawu bo lohwe tsuaa lohwe: pu mi lohwehi we mi lohwehi ke ni neme ne saa si.,ada
Public,Mawu na ni ne ome tsuo ne a muo e he.,ada
Public,"Mawu de ke ""Jehane lee nye ha ne waa pee nomlo adesa; a maa hi kaa bo ne wa nge 0 ne a maa je v/o.",ada
Public,A maa ye lo ome lohwe pelitseme ome we mi lohwe ome pu mi lohwe ome ke ni neme ne saa si nge zugba a tsuo a no.,ada
Public,Keke ne Mawu bo nomlo ne e pee le kaa bo ne le nitse e nge 0; e bo nyumu ke yo.,ada
Public,"Mawu gbaa me ne e de me ke ""Nye fo babauu ne nyee hie; nye hyi zugba a no tsuo ne nyee ye zugba a tsuo no.",ada
Public,Nyee ye lo ome lohwe pelitseme ome ke zugba a no lohwe ome tsuo a no.,ada
Public,"E ya no ne e de ke ""I ngo tsohi kulaa ne woo ngma loo wu ke ni neme ne woo yiblii nge zugba a no ngo ha nye ne nyee ye.",ada
Public,o Se pu mi lohwe ome.,ada
Public,lohwe pelitseme ome ni neme ne saa si nge zugba a no ke lohwe kpa ame tsuo lee i ha me nga ne a kpe ke ba mumu ne a ye.,ada
Public,i Mawu na no tsuaa no ne e pee o ne a muo e he saminya.,ada
Public,Ne je jo ne je na; ne e pee ligbi ne ji ekpa.,ada
Public,Bo ne Mawu pee ne e ke bo hiowe ke zugba ke no tsuaa no ne nge je o mi ji ne o ne.,ada
Public,Mawu tsu ni ligbi ekpa ne ligbi ne ji kpaago o e joo e he.,ada
Public,E gbaa ligbi ne ji kpaago o ne e pee le ligbi klouklou; jame a ligbi o ne e bo je o gbe nya ne e joo e he ejakaa ni tsumi ne e tsu ke bo je 0 e gbe nya.,ada
Public,"Sane ne o gbaa wo bo ne Yawe Mawu bo je o.,ada
Ngmo 3 ne nge Eden o,ada
Bene Yawe Mawu bo je o tso ko tso ko be zugba a no ne nga ko hu pue nge no; ejakaa e ha we ne hiomi ne ne ngo pue zugba a no lolo; ne no ko hu be ne nge zugba a no hue.,ada
Se ke pee o nyu jeo zugba a mi ke ba poo zugba a he mi tsuo.,ada
Jame a be o mi o Yawe Mawu ngo zugba zu ke pue nomlo ne e mu mumi ne haa no wami ngo wo nomlo gugwo puo mi; ne nomlo pee adesa hengmengmletse.,ada
Yawe Mawu pee ngmo ko nge Eden nge beleku je ne leje o e ngo nomlo ne e pue ngo to.,ada
E ha tso slootoslootohi pue nge ngmo o mi: tsohi ne nge feu ke ni neme ne woo yiblii ne a yeo.,ada
Tso ne haa no wami ke tso ne haa no leo kpakpa ke yayami maa si nge ngmo o kpeti tutuutu.,ada
10 Pa ko je Eden ke ba gu ngmo o mi ne e haa ngmo o nyu.,ada
Ke je leje o pa a gba koni ejrwie.""",ada
Public,'A tsee kekleekle koni ke Pishon.,ada
Public,Le ji pa ne bole Havila zugba a tsuo he ne a naa sika tsu nge o.,ada
Public,a naa sika tsu ngmingmiingmi nu ke e he via ke tehi ne a he jua wa nge leje o.,ada
Public,Koo ye jame a tso o yiblii; ligbi ne o maa ye eko 0 o ma gbo.,ada
Public,"Ene o se o Yawe Mawu de ke ""E hi kaa nyumu o no kake too ne hi si; ma ha le he pielo ne sa le.",ada
Public, i-o Yawe Mawu de no ne o ejakaa bene e ngo zugba zu ke pue je ne mi lohwe ome tsuo gbe nya a ekoeko be ne sa nomlo kaa e he pielo.,ada
Public,Nomlo o wo lohwe ome tsuo bie: we mi lohwehi pu mi lohwehi ke lohwe pelitseme.,ada
Public,Bo tsuaa bo ne e tse eko o ja pee e bie.,ada
Public,Se le nomlo o nitse lee a na we he pielo ne sa ha le lolo.,ada
Public,Lo he 0 Yawe Mawu ha mahe vii ko ba no nyumu o no ne bene e nge mahe o mi ke mwoo o Mawu je nyumu kasa wu kake ne e ke he lo tsi leje o.,ada
Public,Yawe Mawu ngo kasa wu o ne e je nge nyumu o he o ke pee yo ne e ngo le ba ha nyumu o.,ada
Public,"Chee! Jehane lee i na ye heno tutuutu: imi nitse ye muo ji ne o ne.,ada
A je le ke je nyumu mi; a ma tse le yo.,ada
Ene he je ne nyumu sio e tse ke e nye ne e ngoo e he ya metee e yo he ne a peeo no kake o ne.,ada
Nyumu o ke e yo o tsuo hee a he gu se zo pee we me.,ada
Nga mi lohwehi tsuo ne Yawe Mawu pee 0 sino ji gatse pe me tsuo.,ada
Sino bi yo ke Ane Mawu de nye niine ke tso ome ne nge ngmo o mi o nye ko ye ekoeko no yiblii lo?""",ada
Public,"Yo he no ke ""Wa ma nye maa ye tso yiblii tsuaa tso yiblii ja tso o ne nge ngmo kpeti tutuutu o pe.",ada
Public,Mawu ke wa ko ye jame a tso o yiblii ne wa ko ta he hub; ke wa pee ja a wa ma gbo.,ada
Public,"Sino de le ke ""Oo nye be gboe! 5 Mawu de ja ejakaa e le kaa ke nye ye jame a tso o yiblii o nye hengme ma bli ne nye maa hi kaa le Mawu o nitse; nye maa le kpakpa ke yayami.",ada
Public,Yo na kaa tso o nge feu; e na kaa tso yiblii o maa ngo ne e ma ha ne no maa le ni.,ada
Public,Lo o he o e tso eko ne e ye ne e ha e huno o hu eko ne e ye.,ada
Public,"Bene a ye tso yiblii o pe ne me ni enyo ome tsuo a na anokuale o; a na kaa a hee a he gu ne a kpe ba ke pee bo ne a ke ha a mle mi.,ada
Gintuha han Dyos an Bug-os nga  Kalibutan  bunga — ngan natuman ini.",war
Public,Sanglit tinmurok ha tuna an magkalainlain  nga mga tanom ngan nalipay an Dyos  Ha tinikangan han pagtuha han han iya hinkit-an Linmabay an Dyos han bug-os nga kalibutan ug kagab-ihon ngan inmabot an aga han mga butang ha kalangitan slu amo adto an ikatulo nga adlaw.,war
Public,Niyan nagsirin  an  Dyos  sulod nga bisan ano nga butang.,war
Public,"Putos ""Magpakita didto ha langit in mga  hin  kasisidman an mabalod nga suga nga maglalain han adlaw ug han  kalalawdan ngatanan ng  nakalukop  han  gab-i ngan amo an panigamnan han  mg  butang ngan pagtikang han mga adlaw mga tuig.",war
Public,Dyos.,war
Public,"Njyan nagsiring masiga ini hira didto ha langit basi an Dyos ""Magkamay-ada kapawa"" makahatag ha tuna hin kapawa  »»  ngan Nalipay  pinmakita  an  kapawa.",war
Public,"Sanglit ginhimo  han Dyos an duha nga dagko nga mga  suga; an usa nga dako nga suga maghahatag hin kapawa ha bug-os nga  Dyos han iya hinkit-s Ngan ginlain niya han kasisidman kapawa ngan ginngaranan niya n ""Adlaw"" an kapawa ug ""Gab-i"" an adlaw ngan an ikaduha nga suga ha kasisidman.",war
Public,Linmabay an kagab-ihon bug-os nga gab-i; naghimo liwat hiya  an aga — amo adto an han mga bitoon.,war
Public,Niyan nagsiring  an  Dyo  mga  suga didto ha langit  basi  makalamrag han tuna makapawa  Magkamay-ada panganoron nga ha bug-os nga adlaw ug gab-i ngan  magbubuhag han katubiga magkaduha ka lain nga dapit  basi ngan  basi  malain  han  kasisidman  an  kapawa.,war
Public,Ngan nalipay an Dyos han iya natuman ini.,war
Public,Sanglit ginhimo han hinkit-an.,war
Public,Linmabay an kagab-ihon Dyos an panganoron nga amo an ngan inmabot an aga— amo adto an  gbuhag  han  katubig  may  katubigan ha ilarom han panganoron ngpi may-ada liwat ha bawbaw hini.,war
Public,"Niyan nagsiring  an  Ginngaranan niya  "" Langit  »»  an  Dyos  ""Malukop hin magkalainlain nga buhi nga mga binuhat an katubigan ngan  panganoron.",war
Public,Linmabay an kagab-ihon maluob  hin  katamsihan  an  ngan inmabot an aga— amo adto an kahanginan.,war
Public,Sanglit gintuha han  ikaduha nga adlaw  Niya  gsiring an Dyos  «  An  Dyos an dagko nga kamanampan ha dagat an magkalainlain nga mga  katubigan ha ubos han langit magtirok binuhat nga nag-uokoy ha tubig ngan  ngadt  hin  usa  nga dapit  bas igai  pumakita an kamad-an natuman ini.,war
Public,"Ginngaranan niya ng ""Tuna"" an  an magkalainlain nga katamsihan Ngan nalipay an Dyos han iya hinkit  an.",war
Public,"Ginbendisyonan  niya  ini  'an kamad-an ngan an nagtirok nga katubiga  Dagat "" Ngan  lipay an Dyos han iya hinkit  ngatanan ngan gmsirmg an mga binuhat nga nag-uokoy ha tubig nga  magdamo ini hira ngan pun-on nira an  iNiyan nagsiring hiya  Magpaturok  kadagatan ngan ginsiring niya an  an tuna han magkalainlain nga mga katamsihan nga magdamo liwat hira.",war
Public,Linmabay an kagab-ihon ngan  adton  mg  nahatag  hin  an aga  amo adto an ikalim  nga adlaw.,war
Public,"Niyan m  *'Magkamay-ada magkalainlain  gsiring  an  nga  Dy( tu  kamanampc  kabanwaan ngan an mga tanom para  han  ngatanan  nga  ihalas  nga  an  kamanampan ngan han ngatanan nga katamsihan"" — ngan natuman ini.",war
Public,Nakita han Dyos an ngatanan nga  lx: J.,war
